movie_title,recommended_titles
Ecaterina Teodoroiu,"Born on the Fourth of July, Passenger, The Deer Hunter, In Which We Serve, Miracle at St. Anna"
Howling III: The Marsupials,"The Frighteners, The Dead Hate the Living!, The Nugget, The Willies, The Shiver of the Vampires"
An Ideal Husband,"An Ideal Husband, An Elephant Can Be Extremely Deceptive, You Can't Cheat an Honest Man, My Brother Is an Only Child, Never Give a Sucker an Even Break"
Alex in Wonderland,"In Paris, Monster in a Box, Living in Oblivion, All in, Crazy in Alabama"
Seven Chances,"Taking Chances, The Lonely Guy, Heavy Petting, Easy Virtue, Overnight Delivery"
The Moromete Family,"The D.I., The Pearl Color, The Inheritance, The Door in the Floor, The Forest for the Trees"
Transylvania,"The Big Bet, Cartoon All-Stars to the Rescue, The Secret of Blood Island, Giovanna's Father, Madame Butterfly"
Mickey One,"One Hundred Steps, Mean Streets, He Ran All The Way, The Undercover Man, The Racket"
Babes in Arms,"In Paris, All in, An American in Paris, Alex in Wonderland, Follow That Dream"
Babes in Toyland,"Alice in Wonderland, Babes in Toyland, A Troll in Central Park, Dinotopia: Quest for the Ruby Sunstone, Daffy Duck's Quackbusters"
The Traveler,"The Disappeared, The Cabin in the Woods, The Serpent and the Rainbow, The Ghost, The Eye 2"
Horror Express,"Horror of Dracula, Bloody Pit of Horror, Jack Frost 2: Revenge of the Mutant Killer Snowman, Requiem for a Vampire, Supergator"
The Offence,"The Racket, The Man of the Year, The Face Behind the Mask, The Grifters, The Chamber"
Swing,"Swing Vote, Swing Shift, Rushmore, Swing Kids, I Hired a Contract Killer"
Bite the Bullet,"The Outlaw, The Professionals, The Shadow Riders, The Deadly Companions, The Great Train Robbery"
The Drowning Pool,"The Blackout, The Name of the Rose, The Game, The Moustache, The Vanishing"
Angela,"Angela's Ashes, Postcards from the Edge, Pauline & Paulette, I Can Do Bad All By Myself, Chance"
Night of the Ghouls,"Night of the Seagulls, Night of the Zombies, Night of the Demons, Night of the Demons, Night of the Living Dead"
When the Road Bends: Tales of a Gypsy Caravan,"Crossing the Bridge: The Sound of Istanbul, Metallica: A Year and a Half in the Life Of..., The Decline of Western Civilization, The Decline of Western Civilization Part II: The Metal Years, Anvil! The Story of Anvil"
Personal Velocity,"Personal Best, Personal Effects, Tex, The Hours, Lost in Translation"
The MacKintosh Man,"The Hellcats, Harley Davidson and the Marlboro Man, The Hunted, The Day of the Jackal, The Defender"
Three Ages,"Three and Out, Three Men and a Baby, Drowning by Numbers, To Each His Own Cinema, Living in Oblivion"
America The Beautiful,"The End Of America, The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The End of the Line, The Heart of the Game, The Year of the Yao"
The Hunted,"The Peacekeeper, The Day of the Jackal, The Peacemaker, The Condemned, The Defender"
Almost Normal,"Almost an Angel, Jack, Cocoon: The Return, Nowhere, S1m0ne"
Two Rode Together,"Billy Two Hats, Two Mules for Sister Sara, Pat Garrett & Billy the Kid, Rio Grande, Texas, Adios"
A Place in the World,"Fighter In The Wind, The Riddle of the Sands, The Challenge, Over the Top, Battle in Seattle"
Vanya on 42nd Street,"Head-On, Street Angel, Notes on a Scandal, A Walk on the Moon, Fiddler on the Roof"
Cartoon All-Stars to the Rescue,"The Flapper, The Starfighters, The Big Bet, The Art of Football from A to Z, Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D"
Wonderland,"Phoebe in Wonderland, Wonderland, Alex in Wonderland, A Real Young Girl, Day and Night"
The Love Bug,"The Love Bug, Jack and the Beanstalk, Son of the Mask, The Peanut Butter Solution, Asterix at the Olympic Games"
Two of a Kind,"All of Me, Mannequin Two: On the Move, Return of the Ghostbusters, Memoirs of an Invisible Man, The Man with Two Brains"
Safe,"Fail Safe, Darling, Prozac Nation, Another Woman, Daisy Diamond"
Into Thin Air: Death on Everest,"Zatôichi on the Road, White Hunter Black Heart, Air America, Never Cry Wolf, The Snow Walker"
Sandor slash Ida,"In the Mood for Love, A Short Film About Love, Mao's Last Dancer, Julie & Julia, Come Early Morning"
Mystery of the Wax Museum,"The Hound of the Baskervilles, The Case of the Scorpion's Tail, The House of Fear, The Relic, In the Mouth of Madness"
The Storm Warriors,"The Lord of the Rings: The Return of the King, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Mummy: Tomb of the Dragon Emperor, The Sword and the Sorcerer"
Percy Jackson & the Olympians: The Lightning Thief,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The Boy and the Pirates, The Indian in the Cupboard, The Chronicles of Narnia: The Voyage of the Dawn Treader, Journey to the Center of the Earth"
The Jigsaw Man,"The Man Between, The Gingerbread Man, The Man Who Haunted Himself, The Mark of the Whistler, The Lost"
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,"The Comedians of Comedy, The Comedians of Comedy: Live at The Troubadour, The Aristocrats, Blue Collar Comedy Tour: The Movie, Mr. Warmth: The Don Rickles Project"
The Two Jakes,"The Walker, The Killers, The Reckoning, The Prize, The Conversation"
Hate Crime,"Undertow, Crime of Passion, The Butterfly Tattoo, Havoc, The Education of Charlie Banks"
The Kingdom of Fairies,"The Barbarians, The Immortal Voyage of Captain Drake, Wizards of the Lost Kingdom, The Odyssey, The Lord of the Rings: The Return of the King"
Rescue From Gilligan's Island,"Breast Men, George Carlin: Life Is Worth Losing, The Colour of Magic, Evil Roy Slade, Santa Baby"
Dead Man Running,"Running Scared, Dead Man's Shoes, Man on Fire, Last Man Standing, Wanted: Dead or Alive"
The Flapper,"The Starfighters, The Chatroom, The Stroll, Digby, the Biggest Dog in the World, Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D"
The Window,"The Candidate, The Weapon, The Mark of the Whistler, The Canyon, The Case of the Bloody Iris"
Ernest Scared Stupid,"Ernest Goes to Jail, Ernest Goes to Africa, Ernest Saves Christmas, Ernest Rides Again, Mad Monster Party?"
Gray's Anatomy,"Gross Anatomy, Even Dwarfs Started Small, Judy Berlin, Short Cuts, Two Days"
Gabrielle,"What to Do in Case of Fire?, Arranged, Mail Order Bride, Dog Eat Dog, Ishq"
Mondo Cane,"Boogie Man: The Lee Atwater Story, Garbage Warrior, Bodysong, Iraq in Fragments, A"
First Name: Carmen,"Mini's First Time, My First Mister, Tie Me Up! Tie Me Down!, Buffalo '66, First Daughter"
Scandal,"Scandal, Dodes'ka-den, Nobody Knows, The Apostle, Drunken Angel"
Nouvelle Vague,"The Fire Within, The Story of O, Wuthering Heights, Julia, The House of Sand"
Godard's Passion,"All About Actresses, The Van, Gung Ho, Beware of a Holy Whore, The Banger Sisters"
The Rutles 2: Can't Buy Me Lunch,"The Nugget, Le Donk & Scor-zay-zee, In The Hands Of The Gods, The Union: The Business Behind Getting High, The Aristocrats"
Walking Vengeance,"Walking Tall: Lone Justice, Fresh, Le Cercle Rouge, The Usual Suspects, Kiss of Death"
Breaking Dawn,"Soul Survivors, The Entity, Let's Scare Jessica to Death, Asylum, Dead End"
Freedom,"Cry Freedom, Great Freedom No. 7, Freedom Writers, Eternity and a Day, Personal Velocity"
3 Bad Men,"Pale Rider, Will Penny, Angel and the Badman, Bad Company, Best Men"
Hail Mary,"One Girl's Confession, The Last Temptation of Christ, The Ten Commandments, Jean de Florette, The Crowd"
Hellfighters,"Allan Quatermain and the Temple of Skulls, The Adventures of Robin Hood, Virgin Territory, The Snows of Kilimanjaro, Greystoke: The Legend of Tarzan, Lord of the Apes"
Before Stonewall,"Of Time and the City, Inside Deep Throat, Zeitgeist, The Celluloid Closet, Alone in the Wilderness"
Krrish,"Earth vs. the Flying Saucers, Polar Storm, Æon Flux, Escape from the Planet of the Apes, Droid Gunner"
Nirvana: Live! Tonight! Sold Out!!,"Rammstein: Live aus Berlin, Placebo: Soulmates Never Die: Live in Paris 2003, Paramore: The Final Riot!, Type O Negative: Symphony for the Devil, Dead Kennedys: The Early Years"
The Seventh Continent,"The D.I., The Mistress, The Girl in the Park, The Door in the Floor, The Banishment"
71 Fragments of a Chronology of Chance,"Scent of a Woman, Shadow of Angels, Taste of Cherry, A Taste of Honey, East of Eden"
Romero,"Nightwatching, The Assault, The Tree of Wooden Clogs, Ghosts of Mississippi, The Last Emperor"
Come Dance at My Wedding,"3: The Dale Earnhardt Story, Born Innocent, Always Outnumbered, Hawking, The Ron Clark Story"
The Good Witch,"The Secret Garden, The Red Balloon, The Secret of Roan Inish, Back To The Secret Garden, The Point!"
Get Him to the Greek,"Preaching to the Perverted, Welcome to the Sticks, The Road to Hong Kong, The World According to Garp, The Fox & the Child"
Wild in the Country,"The Country Teacher, In My Country, A Place in the Sun, A Raisin in the Sun, In the Realm of the Senses"
Humble Pie,"American Pie Presents: Band Camp, American Pie Presents: The Naked Mile, American Pie Presents: Beta House, American Pie Presents: The Book of Love, Munna Bhai M.B.B.S."
"Buona Sera, Mrs. Campbell","Keeping Up with the Steins, Dinner for One, Dearest Relatives, Poisonous Relations, No More School, Carry On Abroad"
MVP: Most Valuable Primate,"The White Dragon, The Myth, Last Action Hero, Crossroads, Big"
Bill Burr: Why Do I Do This?,"All I Wanna Do, We Can Do That, Bill Hicks: Totally Bill Hicks, Bill Maher: The Decider, Bill Bailey: Tinselworm"
Wrong Side of Town,"The Way of the Dragon, Faster, Pussycat! Kill! Kill!, The Killer Elite, Crying Freeman, Mr. Socrates"
"Now, Voyager","Voyager, L'eclisse, The Two Worlds of Jennie Logan, Street Angel, The Girl with the Red Scarf"
Act of Violence,"A History of Violence, House of Cards, Baptism of Blood, The Tailor of Panama, The Lives of Others"
In Country,"Jump In!, In Her Shoes, In My Country, A Night in Heaven, Son in Law"
Valentine's Day,"I Hate Valentine's Day, One Fine Day, Shirley Valentine, Love and the City, Til There Was You"
The Return of the Vampire,"Lust of the Vampire, The Plague of the Zombies, The Curse of the Werewolf, The Fury of the Wolf Man, The Vampire Lovers"
Wooden Crosses,"Au Revoir les Enfants, The Deer Hunter, The War Is Over, The Unknown Soldier, In Which We Serve"
Revenge of the Zombies,"Revolt of the Zombies, The Plague of the Zombies, King of the Zombies, Night of the Zombies, Lemora: A Child's Tale of the Supernatural"
Accident On Hill Road,"Darna Zaroori Hai, 25 Carat, Ishqiya, Maharathi, No Smoking"
The Vicious Kind,"The Squid and the Whale, The Secret of the Grain, The Maid, The Swindle, The Cookout"
Til There Was You,"You Can't Take It With You, After You, You've Got Mail, Someone Like You..., Now You Know"
Alias Nick Beal,"Mirrormask, Dragonslayer, Dragons: A Fantasy Made Real, Drawing Restraint 9, Merlin and the War of the Dragons"
Ski School 2,"Ski School, Ski Patrol, High School, Summer School, Old School"
The Severed Heads,"Merlin and the War of the Dragons, The Dark Crystal, The Legend of 1900, Beauty and the Beast, The Neverending Story III: Escape from Fantasia"
Broken Windows,"Windows on Monday, Anatomy of Hell, Three-Step Dance, The Joy Luck Club, The Savages"
Mine,"The Leopard Son, Harlan County U.S.A., 911 in Plane Site, Bond Girls Are Forever, Charles Darwin and the Tree of Life"
Tony,"Tony Takitani, Don't Look Now, Riding the Bullet, The Hamiltons, The Amityville Horror"
Mulan: Rise of a Warrior,"Warriors of Heaven and Earth, The Art of Travel, The Tale of Zatôichi, Temple of the White Elephant, Cleopatra Jones and the Casino of Gold"
Wide Awake,"Yours, Mine and Ours, How to Eat Fried Worms, Kikujiro, Heavyweights, Uncle Buck"
Scooby-Doo! Abracadabra-Doo,"Scooby-Doo! Pirates Ahoy!, Scooby-Doo on Zombie Island, Scooby-Doo! and the Monster of Mexico, Scooby-Doo, Scooby-Doo! and the Samurai Sword"
Captains of the Clouds,"Tears of the Sun, The Siege of Firebase Gloria, The Trench, The Battle of the River Plate, The Desert Fox: The Story of Rommel"
Catchfire,"Breathless, Fanaa, Eye of the Needle, The Girl on a Motorcycle, Lust, Caution"
Recep İvedik 3,"Praxis Dr. Hasenbein, FC Venus, Tanguy, Totally Blonde, Manta - Der Film"
The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,"1½ Knights - In Search of the Ravishing Princess Herzelinde, The Great Race, The Odd Couple II, Carry On... Up the Khyber, The Dukes of Hazzard: The Beginning"
Backfire,"Klute, The Missing Juror, The Sign of Four: Sherlock Holmes' Greatest Case, Death on the Nile, The Woman in Question"
Bill Maher: '...But I'm Not Wrong',"Bill Maher: The Decider, Bill Maher: I'm Swiss, Bill Maher: Be More Cynical, Bill Maher: Victory Begins at Home, Bill Hicks: Totally Bill Hicks"
Under the Mountain,"The Fall, The Nibelungs, Tale 1: Siegfried, Fire and Ice: The Dragon Chronicles, The Stand, The Lord of the Rings"
Train of Shadows,"Shadows of Forgotten Ancestors, Shadows, 71 Fragments of a Chronology of Chance, Reign of Terror, One of Us"
The Terminal Man,"The Amazing Transparent Man, The Lawnmower Man, The Omega Man, The Invasion, The Box"
The House Across the Lake,"The Glass House, The House of the Seven Gables, The Day of the Locust, The Juror, The Quiet"
The Strange Woman,"The Last Woman, The Woman Chaser, The D.I., The Strange Love of Martha Ivers, The Conformist"
Jim Jefferies: Contraband,"Jim Jefferies: I Swear to God, Jim Carrey: Unnatural Act, Jim Gaffigan: King Baby, Gabriel Iglesias: Hot and Fluffy, Russell Howard: Live"
O Contador de Histórias,"De Hel Van Tanger, Chak De! India, Jean de Florette, Rang De Basanti, Linha de Passe"
The Lavender Hill Mob,"After the Fox, The Ladykillers, The Baker, The Sucker, The Vexxer"
Pretty Poison,"Body Heat, Dirty Pretty Things, Poison Ivy II: Lily, The Hot Spot, Alone With Her"
Necrosis,"The Cabin in the Woods, The Backwoods, Swimming Pool, The Final Terror, Cheerleader Massacre"
Solomon Kane,"Beastmaster 2: Through the Portal of Time, Hawk the Slayer, Superman Returns, Dungeons & Dragons, Avatar"
Mother of Mine,"Angel of Mine, A Friend of Mine, Mother India, 'night, Mother, East of Eden"
We're Not Dressing,"We're Not Married!, Still Crazy, Meet the Feebles, Reefer Madness: The Movie Musical, Sister Act"
Other Men's Women,"Conversations with Other Women, Little Women, The Other Side of the Bed, We Don't Live Here Anymore, The Secret"
New World Order,"We Feed the World, All the World's Memory, The Order of Myths, The World According to Monsanto, Blue Gold: World Water Wars"
Maxed Out,"Fast, Cheap & Out of Control, Loose Change: 2nd Edition, The Great Happiness Space: Tale of an Osaka Love Thief, Deep Blue, Bowling for Columbine"
Mimic: Sentinel,"Mimic 2, Mimic, The Brood, The Fly II, Headspace"
Remarkable Power,"Adventures of Power, Craig Ferguson: A Wee Bit o' Revolution, Eddie Izzard: Sexie, The Ladies Man, The Wing or the Thigh"
Go West,"Go West, Wild Gals of the Naked West, Way Out West, The Paleface, Pardners"
Deadly Blessing,"The Psychic, Dust Devil, The Bat, Psycho II, The Unborn"
Schizo,"The Others, The Gift, Diabolique, Half Light, What Lies Beneath"
Dracula A.D. 1972,"Dracula, Dracula's Dog, Horror of Dracula, Count Dracula, Scars of Dracula"
Mannequin,"The Color of Money, The Hustler, The Harder They Fall, The Las Vegas Story, ATL"
Too Hot to Handle,"How to Deal, Return to Me, Dil To Pagal Hai, Sullivan's Travels, Waiting to Exhale"
In Name Only,"Don King: Only in America, In the Name of the Father, In Bar, Battle in Heaven, Sometime in August"
Come Live with Me,"I'm with Lucy, Come September, The Prince & Me, Flirting with Disaster, Sleep with Me"
Keeper of the Flame,"The Name of the Rose, Out of the Past, Eye of the Beholder, In the Heat of the Night, Sherlock Holmes and the Voice of Terror"
A Film with Me in It,"The Trouble with Harry, They Might Be Giants, Foul Play, Come, Sweet Death, Picking Up the Pieces"
"Hey There, It's Yogi Bear","Brother Bear, Brother Bear 2, The Curse of the Were-Rabbit, Bolt, Fantastic Mr. Fox"
Princess O'Rourke,"The Princess Diaries, Bunny and the Bull, The Beautician and the Beast, Roman Holiday, Fairy Tales"
Parasite Eve,"Mary Shelley's Frankenstein, Tetsuo II: Body Hammer, Communion, It's All About Love, Tooth and Nail"
The Heavenly Body,"The Beautician and the Beast, The Girls, The Shop Around the Corner, The Ex, The Millionairess"
My Sister Eileen,"My Friends, My Stars, Justice, My Foot!, My Baby's Daddy, My New Partner"
Murphy's Law,"The 39 Steps, Salt, Mr. Moto's Last Warning, End Game, Three Days of the Condor"
Alvin Purple,"Zach Galifianakis: Live at the Purple Onion, Weekend at Bernie's, Dickie Roberts: Former Child Star, Deuce Bigalow: Male Gigolo, Manta, Manta"
Troll,"Troll 2, Day Watch, The Gorgon, Dark Floors, Wishmaster 2: Evil Never Dies"
Alesha Popovich and Tugarin the Dragon,"Nikitich and The Dragon, Mary and Max, Fritz the Cat, The Squid and the Whale, Achilles and the Tortoise"
Hell House,"A Sunday in Hell: Paris-Roubaix, Trinity And Beyond: The Atomic Bomb Movie, No End in Sight, My Kid Could Paint That, Trekkies"
Wholly Moses,"Catalina Caper, The Man Who Sued God, On Earth as It Is in Heaven, Rude Awakening, Splitting Heirs"
Without Reservations,"Without Love, Rabbit Without Ears 2, Amy's Orgasm, The Back-Up Plan, Life Without Dick"
A Zed & Two Noughts,"Two Days, The Wedding, Luna Papa, Auntie Danielle, Puberty Blues"
Dishonored Lady,"The Lady in the Car with Glasses and a Gun, Prozac Nation, Darling, Akeelah and the Bee, The Red Squirrel"
Paheli,"It's All About Love, Code 46, Parasite Eve, Deliver Us from Eva, Thomas in Love"
The Girl,"The Pride of the Yankees, The Longshots, The Adventures of the Wilderness Family, The Wave, The Rookie"
Good Old Daze,"Wedding Daze, Good Intentions, Old School, Glory Daze, Good Luck Chuck"
The Girl from Monday,"The Ice Pirates, Star Wreck: In the Pirkinning, Shyness Machine Girl, The Stepford Wives, Escape from the Planet of the Apes"
Don,"Don : The Chase Begins Again, Don McKay, Adventures of Don Juan, Don't Grieve!, Don Camillo"
Silver Medalist,"The General, The Legend II, Pedicab Driver, Prisoner 701: Sasori, The White Sun of the Desert"
And Soon the Darkness,"The Seamstress, Jack the Ripper, Castle in the Desert, Nothing But the Night, The Living and the Dead"
The Bremen Town Musicians,"The Lord of the Rings, The Point!, The Spirit of the Beehive, The Adventures of Prince Achmed, Spring and Chaos"
Enchantment,"In the Mood for Love, Dodsworth, The Hidden Blade, Mera Naam Joker, Everybody's All-American"
It Started with Eve,"You Can't Take It With You, That's It, I'm with Lucy, It's Complicated, Flirting with Disaster"
Comrade Pedersen,"Comrade X, The World Unseen, Beautiful Ohio, All the Invisible Children, The Kautokeino Rebellion"
Unfaithfully Yours,"A Smile Like Yours, Yours, Mine & Ours, Phat Girlz, Overnight Delivery, She's Gotta Have It"
Godspeed,"The People Under the Stairs, 13 Beloved, iMurders, The Diary of Ellen Rimbauer, The Others"
Tea for Two,"Station for Two, The Gay Divorcee, Cover Girl, Soloalbum, Two for the Road"
1942: A Love Story,"Love Story, A Swedish Love Story, Intermezzo: A Love Story, Kira's Reason: A Love Story, Love, Money, Love"
Border,"Eagles Over London, Hanzo the Razor: The Snare, Border Incident, The Border, Born to Defend"
Chung Kuo - Cina,"Fighter Pilot: Operation Red Flag, Olympia Part One: Festival of the Nations, Olympia Part Two: Festival of Beauty, End of the Century: The Story of The Ramones, The End of the Line"
High The True Tale of American Marijuana,"28 Up, The End of Suburbia: Oil Depletion and the Collapse of the American Dream, End of the Century: The Story of The Ramones, The End of the Line, The Heart of the Game"
Gewoon Hans,"Vivere, Kaspar Hauser, Baba Yaga, Dil Dosti Etc, 28 Up"
The Horseman,"The Night of the Hunter, The Ministers, The Underneath, The Badge, The Formula"
Fun,"The Fish Child, A Snake of June, Anita, The Waiting Room, Cruel Intentions 3"
The Times of Harvey Milk,"End of the Century: The Story of The Ramones, The End of the Line, The Heart of the Game, In the Shadow of the Moon, The Year of the Yao"
Om Jai Jagadish,"Flamenco, Sarfarosh, Gewoon Hans, Jo Jeeta Wohi Sikandar, Om Shanti Om"
Howard Zinn: You Can't Be Neutral on a Moving Train,"On Any Sunday, Riot On!, The Devil Came on Horseback, Tell Them Who You Are, Outfoxed: Rupert Murdoch's War on Journalism"
Who Is Cletis Tout?,"Chan Is Missing, The Man, Dolemite, Avenging Angelo, Danger: Diabolik"
Galaxina,"Morons from Outer Space, My Stepmother is an Alien, Spaceballs, Dark Star, Bicentennial Man"
Waterloo,"The 300 Spartans, 55 Days at Peking, Hana, A Night to Remember, Henry V"
The Donner Party,"The Fastest Gun Alive, The Outlaw Josey Wales, The Quick and the Dead, The Young Land, The Unforgiven"
Downhill Racer,"The First Olympics: Athens 1896, Talk Radio, Without Limits, Day and Night, Personal Best"
Watchers,"Alien, The Hidden, DeepStar Six, Laserblast, The Devil's Tomb"
The Actors,"The Fox & the Child, The Birds, the Bees and the Italians, The Tramp, The Night Before the Exams, The Wing or the Thigh"
Xiu Xiu: The Sent-Down Girl,"Pavee Lackeen: The Traveller Girl, Balzac and the Little Chinese Seamstress, The Dancer and the Thief, The Sea, The Inheritors"
Triage,"Alexandra's Project, Mike's Murder, Instinct, The Moustache, A Place of One's Own"
Tidal Wave,"Breaking Point, Uncommon Valor, The Marine 2, Alive, Apocalypto"
No Regret,"No Man of Her Own, Cape No. 7, A Raisin in the Sun, Carried Away, Moll Flanders"
Jeremiah,"Midnight Chronicles, The Severed Heads, Dragonslayer, Merlin and the War of the Dragons, Dragons: A Fantasy Made Real"
Jo Jeeta Wohi Sikandar,"Phantom Pain, The Color of Pomegranates, Hawaii, Oslo, Captive, Palermo Shooting"
Orwell Rolls in His Grave,"Truth In 24, 911 in Plane Site, Destiny in Space, No End in Sight, Barenaked in America"
Dodes'ka-den,"The Hours, The Murderers Are Among Us, Scandal, Drunken Angel, Nobody Knows"
WWE: The Rise & Fall of ECW,"Stoked: The Rise And Fall Of Gator, Triumph of the Nerds: The Rise of Accidental Empires, Fall of the Republic: The Presidency of Barack H. Obama, End of the Century: The Story of The Ramones, Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
Bad Timing,"The Suspect, Coma, Stay, Afterwards, Irresistible"
Tenure,"Good Luck Chuck, Laughing Gas, Me, Myself & Irene, The Vagabond, The Rink"
Diary of a Wimpy Kid,"First Kid, The Republic of ShKID, Rookie of the Year, The Master of Disguise, The Adventures of Food Boy"
Daddy Long Legs,"The Guitar, Can-Can, Raise Your Voice, Flashdance, La Vie en Rose"
Into the West,"Into the West, The Neverending Story II: The Next Chapter, The NeverEnding Story, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The Seeker: The Dark Is Rising"
The Revolution Will Not Be Televised,"In the Realms of the Unreal, The End of the Line, The Living Desert, The Bridge, The Heart of the Game"
Black Tuesday,"Raw Deal, Highway 301, Delusion, Tomorrow Is Another Day, Under the Gun"
Rembrandt's J'Accuse...!,"Salute, A, Garbage Warrior, Into Great Silence, In The Hands Of The Gods"
The Magus,"The Uninvited, The Jacket, The Spirit of the Beehive, The Curse of the Cat People, The Deep End of the Ocean"
Dickson Greeting,"The Arrival of a Train at La Ciotat, The Secret, The Times of Harvey Milk, The Living Desert, Carmencita"
Protocols Of Zion,"Gates of Heaven, Confessions of a Superhero, Gigantic (A Tale Of Two Johns), TerrorStorm: A History of Government-Sponsored Terrorism, A Brief History of Time"
It's My Party,"Whip It, Garden Party, My Sister's Keeper, Romulus, My Father, A River Runs Through It"
Real Life,"A Dog's Life, Life Stinks, Life of Brian, Life Is a Long Quiet River, The Meaning of Life"
The Way Home,"The Girl, The Rookie, The Pride of the Yankees, The Champ, The Longshots"
6ixtynin9,"Nurse Betty, Two Hands, Curdled, Ferpect Crime, Go"
Stoked: The Rise And Fall Of Gator,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr., WWE: The Rise & Fall of ECW, Fall of the Republic: The Presidency of Barack H. Obama, Triumph of the Nerds: The Rise of Accidental Empires, End of the Century: The Story of The Ramones"
Fando and Lis,"Beauty and the Beast, Merlin and the War of the Dragons, The Dark Crystal, Circle of Iron, Midnight Chronicles"
More American Graffiti,"American Graffiti, American Splendor, Stalag 17, Good Morning, Vietnam, M*A*S*H"
Lucky Country,"The Lucky Ones, The Far Country, The Big Country, The Assassination of Richard Nixon, The Good Shepherd"
Cell 211,"In Hell, Don : The Chase Begins Again, Road of No Return, Earthquake, Aftershock: Earthquake in New York"
Street Fighter: Round One - FIGHT!,"Street Fighter II: The Animated Movie, Lady Death, Brave Story, A Nymphoid Barbarian in Dinosaur Hell, Frankenstein Meets the Wolf Man"
Deadly Friend,"Track of the Moon Beast, Lady Frankenstein, The Black Sleep, The Revenge of Frankenstein, Mutants"
Cry in the Woods,"Cry of the Hunted, The Interpreter, The Night of the Hunter, The Underneath, The Badge"
In Your Hands,"In Bar, Death in Venice, Lost in Translation, In Name Only, Sometime in August"
More Than a Game,"The Heart of the Game, Kobe Doin' Work, Constantine's Sword, Street Fight, Michael Jordan to the Max"
Her Name Is Sabine,"Rhythm is it!, Paris is Burning, The Dream Is Alive, This Film Is Not Yet Rated, Where in the World Is Osama Bin Laden?"
Confessions of a Driving Instructor,"Confessions of a Window Cleaner, Confessions of a Pop Performer, Confessions of a Teenage Drama Queen, The Belles of St. Trinian's, Clash of Egos"
The Girl from Paris,"The Girl from Monaco, Postcards from the Edge, From the Hip, The Match Factory Girl, The Secret of the Grain"
Confessions of a Window Cleaner,"Confessions of a Driving Instructor, Confessions of a Pop Performer, Confessions of a Teenage Drama Queen, A Bunch of Amateurs, A Midsummer of Love"
Scanners III: The Takeover,"Scanners II: The New Order, Species III, The War of the Gargantuas, Phantasm III: Lord of the Dead, The Terminators"
Smash Palace,"Summer Palace, Behind the Sun, Parking, The Dancer and the Thief, White Night Wedding"
Nora Roberts' Midnight Bayou,"Nora Roberts' Montana Sky, Nora Roberts' Carolina Moon, Love's Enduring Promise, Nora Roberts' Angels Fall, Love's Long Journey"
"Monkeyshines, No. 2","Monkeyshines, No. 3, Taxi No. 9 2 11: Nau Do Gyarah, Hollywood Man, Monkeyshines, No. 1, The Chatroom"
London's Trafalgar Square,"The London Nobody Knows, Carmencita, After Innocence, 10 Questions for the Dalai Lama, The End of the Line"
"Monkeyshines, No. 3","Monkeyshines, No. 2, Taxi No. 9 2 11: Nau Do Gyarah, The Chatroom, The Art of Football from A to Z, The Nautical Chart"
Men Boxing,"Cocaine Cowboys, Cocaine Cowboys II: Hustlin' with the Godmother, G-Men, X-Men, The Yes Men Fix the World"
The Burmese Harp,"The Gospel, The Rose of the Rascal, The Victors, The Boy in the Striped Pyjamas, The Temptations"
Millennium Actress,"Only Yesterday, Ocean Waves, Millennium, Millennium Mambo, My Wife Is an Actress"
The Dirt Bike Kid,"The Kid, The Santa Clause, Angels in the Outfield, The Muppet Christmas Carol, The Kid"
Harlan County U.S.A.,"Mine, 911 in Plane Site, The World According to Monsanto, Beer Wars, Bowling for Columbine"
The World's Greatest Athlete,"The Strongest Man in the World, The Toy, The Sandlot 2, The Stupids, The Sandlot"
Blue Spring,"Dark Blue, Macbeth, Little Boy Blue, Dry Season, Confess"
Taxi for Tobruk,"Tobruk, Tobruk, Days of Glory, Intimate Enemies, Grand Illusion"
The Underdog Knight,"The Specials, The Ambushers, The Animal, The Wash, The Pest"
Camp,"Summer Camp, Camp Rock, Back to the Beach, A Mighty Wind, The Band Wagon"
The Angel,"The Dancer and the Thief, The Mugger, The Inheritors, The Window, The Navigators"
Gypsy 83,"Tex, In Bar, Our Father, Laugh, Clown, Laugh, Time of the Wolf"
The House of Yes,"House of D, The Secret of the Grain, The House of Branching Love, The Adventures of Priscilla, Queen of the Desert, The Acid House"
Under the Cherry Moon,"By the Light of the Silvery Moon, The Fighting Temptations, The Gay Divorcee, Singin' in the Rain, On the Town"
Aftermath,"Rabbit Hole, Dry Cleaning, Close to Home, Tex, The White Sound"
For Love or Country: The Arturo Sandoval Story,"From the Earth to the Moon, The Cave of the Yellow Dog, The Arrow, What the Bleep! Down the Rabbit Hole, The Weeping Camel"
